On iwillvote.com?,Form complete?,Muni,LocationType,AbsenteeLocation,Address,FromDate,ToDate,edm_DayofWeek,DayOfWeek,StartTime,EndTime,AdditionalInstructions
,,CITY OF MADISON - DANE COUNTY,By Clerk Appointment,Alicia Ashman Library,"733 N HIGH POINT RD, MADISON, WI 53717-2237",10/20/2020,10/31/2020,"[-1,757580005,-1]",Saturday,1:30 PM,4:00 PM,Limited capacity.  Make an appointment by calling the Clerk's Office at least 24 hours in advance.  Drive-up or walk-up.
,,CITY OF MADISON - DANE COUNTY,In-Person Absentee Voting Site,Edgewood College Predolin Hall,"959 EDGEWOOD COLLEGE DR, MADISON, WI 53711",10/26/2020,10/30/2020,"[-1,757580008,-1]",Weekdays,10:00 AM,2:00 PM,"Walk-up tent, or inside Phil's dining area if the weather is bad.  The ExpressVote accessible ballot marking device will be available."
,,CITY OF MADISON - DANE COUNTY,In-Person Absentee Voting Site,Goodman South Madison Library,"2222 S PARK ST, MADISON, WI 53713",10/20/2020,10/31/2020,"[-1,757580008,-1]",Weekdays,12:00 PM,6:00 PM,Drive-up or walk-up.  The ExpressVote accessible ballot marking device will be available.
,,CITY OF MADISON - DANE COUNTY,In-Person Absentee Voting Site,Goodman South Madison Library,"2222 S PARK ST, MADISON, WI 53713",10/20/2020,10/31/2020,"[-1,757580005,-1]",Saturday,1:00 PM,4:00 PM,Drive-up or walk-up.  The ExpressVote accessible ballot marking device will be available.
,,CITY OF MADISON - DANE COUNTY,In-Person Absentee Voting Site,Hawthorne Library,"2707 E WASHINGTON AVE, MADISON, WI 53704-5002",10/20/2020,10/31/2020,"[-1,757580008,-1]",Weekdays,12:00 PM,6:00 PM,Drive-up or walk-up.  The ExpressVote accessible ballot marking device will be available.
,,CITY OF MADISON - DANE COUNTY,In-Person Absentee Voting Site,Hawthorne Library,"2707 E WASHINGTON AVE, MADISON, WI 53704-5002",10/20/2020,10/31/2020,"[-1,757580005,-1]",Saturday,1:00 PM,4:00 PM,Drive-up or walk-up.  The ExpressVote accessible ballot marking device will be available.
,,CITY OF MADISON - DANE COUNTY,In-Person Absentee Voting Site,Lakeview Library,"2845 N SHERMAN AVE, MADISON, WI 53704",10/20/2020,10/31/2020,"[-1,757580008,-1]",Weekdays,12:00 PM,6:00 PM,Drive-up or walk-up.  The ExpressVote accessible ballot marking device will be available.
,,CITY OF MADISON - DANE COUNTY,In-Person Absentee Voting Site,Lakeview Library,"2845 N SHERMAN AVE, MADISON, WI 53704",10/20/2020,10/31/2020,"[-1,757580005,-1]",Saturday,1:00 PM,4:00 PM,Drive-up or walk-up.  The ExpressVote accessible ballot marking device will be available.
,,CITY OF MADISON - DANE COUNTY,In-Person Absentee Voting Site,Madison City Clerk's Office,"210 MARTIN LUTHER KING JR BLVD, MADISON, WI 53703-3340",10/20/2020,11/1/2020,"[-1,757580008,-1]",Weekdays,8:00 AM,7:00 PM,Drive-up or walk-up.  The ExpressVote accessible ballot marking device will be available.
,,CITY OF MADISON - DANE COUNTY,In-Person Absentee Voting Site,Madison City Clerk's Office,"210 MARTIN LUTHER KING JR BLVD, MADISON, WI 53703-3340",10/20/2020,11/1/2020,"[-1,757580009,-1]",Weekends,1:00 PM,5:00 PM,Drive-up or walk-up.  The ExpressVote accessible ballot marking device will be available.
,,CITY OF MADISON - DANE COUNTY,In-Person Absentee Voting Site,Madison College South Campus,"2429 PERRY ST, MADISON, WI 53713",10/20/2020,10/30/2020,"[-1,757580008,-1]",Weekdays,10:00 AM,6:00 PM,Walk-up or drive-up.  The ExpressVote accessible ballot marking device will be available.
,,CITY OF MADISON - DANE COUNTY,In-Person Absentee Voting Site,Madison College Truax Campus,"1701 PEARSON ST, MADISON, WI 53704",10/20/2020,10/30/2020,"[-1,757580008,-1]",Weekdays,10:00 AM,6:00 PM,Walk-up or drive-up.  The ExpressVote accessible ballot marking device will be available.
,,CITY OF MADISON - DANE COUNTY,In-Person Absentee Voting Site,Meadowridge Library,"5726 RAYMOND RD, MADISON, WI 53711-4232",10/20/2020,10/31/2020,"[-1,757580008,-1]",Weekdays,12:00 PM,6:00 PM,Drive-up or walk-up.  The ExpressVote accessible ballot marking device will be available.
,,CITY OF MADISON - DANE COUNTY,In-Person Absentee Voting Site,Meadowridge Library,"5726 RAYMOND RD, MADISON, WI 53711-4232",10/20/2020,10/31/2020,"[-1,757580005,-1]",Saturday,1:00 PM,4:00 PM,Drive-up or walk-up.  The ExpressVote accessible ballot marking device will be available.
,,CITY OF MADISON - DANE COUNTY,In-Person Absentee Voting Site,Memorial Union,"800 LANGDON ST, MADISON, WI 53706-1419",10/20/2020,10/30/2020,"[-1,757580007,-1]",All Days,11:00 AM,6:00 PM,Walk-up tent.  The ExpressVote accessible ballot marking device will be available.
,,CITY OF MADISON - DANE COUNTY,In-Person Absentee Voting Site,Pinney Library,"516 COTTAGE GROVE RD, MADISON, WI 53716",10/20/2020,10/31/2020,"[-1,757580008,-1]",Weekdays,12:00 PM,6:00 PM,Drive-up or walk-up.  The ExpressVote accessible ballot marking device will be available.
,,CITY OF MADISON - DANE COUNTY,In-Person Absentee Voting Site,Pinney Library,"516 COTTAGE GROVE RD, MADISON, WI 53716",10/20/2020,10/31/2020,"[-1,757580005,-1]",Saturday,1:00 PM,4:00 PM,Drive-up or walk-up.  The ExpressVote accessible ballot marking device will be available.
,,CITY OF MADISON - DANE COUNTY,In-Person Absentee Voting Site,Sequoya Library,"4340 TOKAY BLVD, MADISON, WI 53711-1567",10/20/2020,10/31/2020,"[-1,757580008,-1]",Weekdays,12:00 PM,6:00 PM,Drive-up or walk-up.  The ExpressVote accessible ballot marking device will be available.
,,CITY OF MADISON - DANE COUNTY,In-Person Absentee Voting Site,Sequoya Library,"4340 TOKAY BLVD, MADISON, WI 53711-1567",10/20/2020,10/31/2020,"[-1,757580005,-1]",Saturday,1:00 PM,4:00 PM,Drive-up or walk-up.  The ExpressVote accessible ballot marking device will be available.
,,CITY OF MADISON - DANE COUNTY,In-Person Absentee Voting Site,Student Activity Center,"333 EAST CAMPUS MALL, MADISON, WI 53715",10/20/2020,10/30/2020,"[-1,757580007,-1]",All Days,11:00 AM,6:00 PM,Walk-up tent.  The ExpressVote accessible ballot marking device will be available.
,,CITY OF MADISON - DANE COUNTY,In-Person Absentee Voting Site,Union South,"1308 W DAYTON ST, MADISON, WI 53715",10/20/2020,10/30/2020,"[-1,757580007,-1]",All Days,11:00 AM,6:00 PM,Walk-up tent.  The ExpressVote accessible ballot marking device will be available.
,,CITY OF MANITOWOC - MANITOWOC COUNTY,In-Person Absentee Voting Site,Manitowoc City Hall,"900 QUAY ST, MANITOWOC, WI 54220-4543",10/20/2020,11/1/2020,"[-1,757580008,-1]",Weekdays,7:30 AM,6:00 PM,
,,CITY OF MANITOWOC - MANITOWOC COUNTY,In-Person Absentee Voting Site,Manitowoc City Hall,"900 QUAY ST, MANITOWOC, WI 54220-4543",10/20/2020,11/1/2020,"[-1,757580009,-1]",Weekends,10:00 AM,2:00 PM,
,,CITY OF MARINETTE - MARINETTE COUNTY,In-Person Absentee Voting Site,MARINETTE CITY HALL,"1905 HALL AVE, MARINETTE, WI 54143",10/20/2020,10/30/2020,NULL,,NULL,NULL,
,,CITY OF MARSHFIELD - MULTIPLE COUNTIES,In-Person Absentee Voting Site,Marshfield City Hall,"207 W 6TH ST, MARSHFIELD, WI 54449",10/20/2020,10/31/2020,"[-1,757580008,-1]",Weekdays,8:00 AM,5:30 PM,
,,CITY OF MARSHFIELD - MULTIPLE COUNTIES,In-Person Absentee Voting Site,Marshfield City Hall,"207 W 6TH ST, MARSHFIELD, WI 54449",10/20/2020,10/31/2020,"[-1,757580005,-1]",Saturday,8:00 AM,12:00 PM,
,,CITY OF MAUSTON - JUNEAU COUNTY,In-Person Absentee Voting Site,Mauston City Hall,"303 MANSION ST, MAUSTON, WI 53948-1329",10/20/2020,10/30/2020,"[-1,757580000,757580001,757580002,757580003,757580004,-1]","Monday,Tuesday,Wednesday,Thursday,Friday",8:00 AM,7:00 PM,
,,CITY OF MAYVILLE - DODGE COUNTY,In-Person Absentee Voting Site,Mayville City Hall,"15 S SCHOOL ST, MAYVILLE, WI 53050-1656",10/20/2020,10/30/2020,"[-1,757580000,757580001,757580002,757580003,757580004,-1]","Monday,Tuesday,Wednesday,Thursday,Friday",8:00 AM,4:30 PM,"At times, the office is closed from 12:00-12:30PM for lunch.  "
,,CITY OF MEDFORD - TAYLOR COUNTY,In-Person Absentee Voting Site,Medford City Hall,"639 S 2ND ST, MEDFORD, WI 54451-2058",10/20/2020,10/30/2020,"[-1,757580000,757580001,757580002,757580003,757580004,-1]","Monday,Tuesday,Wednesday,Thursday,Friday",8:00 AM,4:30 PM,
,,CITY OF MENASHA - MULTIPLE COUNTIES,In-Person Absentee Voting Site,Menasha Senior Center,"116 MAIN ST, MENASHA, WI 54952-3151",10/20/2020,10/30/2020,"[-1,757580000,757580001,757580002,757580003,757580004,-1]","Monday,Tuesday,Wednesday,Thursday,Friday",9:00 AM,4:00 PM,In-person absentee voting site
,,CITY OF MENASHA - MULTIPLE COUNTIES,In-Person Absentee Voting Site,Menasha Senior Center,"116 MAIN ST, MENASHA, WI 54952-3151",10/20/2020,10/30/2020,"[-1,757580004,-1]",Friday,9:00 AM,5:00 PM,In-person absentee voting site
,,CITY OF MERRILL - LINCOLN COUNTY,In-Person Absentee Voting Site,Merrill City Hall,"1004 E 1ST ST, MERRILL, WI 54452-2560",10/20/2020,10/30/2020,"[-1,757580000,757580001,757580002,757580003,757580004,-1]","Monday,Tuesday,Wednesday,Thursday,Friday",8:00 AM,4:30 PM,"On Friday, October 30th we will be open until 5:00 p.m."
,,CITY OF MIDDLETON - DANE COUNTY,In-Person Absentee Voting Site,City Hall,"7426 HUBBARD AVE, MIDDLETON, WI 53562",10/20/2020,10/29/2020,"[-1,757580008,-1]",Weekdays,1:00 PM,4:00 PM,
,,CITY OF MIDDLETON - DANE COUNTY,In-Person Absentee Voting Site,City Hall,"7426 HUBBARD AVE, MIDDLETON, WI 53562",10/30/2020,10/30/2020,"[-1,757580004,-1]",Friday,1:00 PM,5:00 PM,
,,CITY OF MILTON - ROCK COUNTY,In-Person Absentee Voting Site,Milton City Hall,"710 S JANESVILLE ST, MILTON, WI 53563-1748",10/20/2020,10/22/2020,"[-1,757580001,757580002,757580003,-1]","Tuesday,Wednesday,Thursday",8:00 AM,4:30 PM,
,,CITY OF MILTON - ROCK COUNTY,In-Person Absentee Voting Site,Milton City Hall,"710 S JANESVILLE ST, MILTON, WI 53563-1748",10/23/2020,10/23/2020,"[-1,757580004,-1]",Friday,8:00 AM,12:00 PM,
,,CITY OF MILTON - ROCK COUNTY,In-Person Absentee Voting Site,Milton City Hall,"710 S JANESVILLE ST, MILTON, WI 53563-1748",10/26/2020,10/29/2020,"[-1,757580000,757580001,757580002,757580003,-1]","Monday,Tuesday,Wednesday,Thursday",8:00 AM,4:30 PM,
,,CITY OF MILTON - ROCK COUNTY,In-Person Absentee Voting Site,Milton City Hall,"710 S JANESVILLE ST, MILTON, WI 53563-1748",10/30/2020,10/30/2020,"[-1,757580004,-1]",Friday,8:00 AM,5:00 PM,
,,CITY OF MILWAUKEE - MULTIPLE COUNTIES,In-Person Absentee Voting Site,Bay View Library,"2566 S KINNICKINNIC AVE, MILWAUKEE, WI 53207-1654",10/20/2020,11/1/2020,"[-1,757580000,757580001,-1]","Monday,Tuesday",7:00 AM,1:00 PM,
,,CITY OF MILWAUKEE - MULTIPLE COUNTIES,In-Person Absentee Voting Site,Bay View Library,"2566 S KINNICKINNIC AVE, MILWAUKEE, WI 53207-1654",10/20/2020,11/1/2020,"[-1,757580002,757580003,757580004,-1]","Wednesday,Thursday,Friday",1:00 PM,7:00 PM,
,,CITY OF MILWAUKEE - MULTIPLE COUNTIES,In-Person Absentee Voting Site,Bay View Library,"2566 S KINNICKINNIC AVE, MILWAUKEE, WI 53207-1654",10/20/2020,11/1/2020,"[-1,757580009,-1]",Weekends,10:00 AM,4:00 PM,
,,CITY OF MILWAUKEE - MULTIPLE COUNTIES,In-Person Absentee Voting Site,Cannon Park Pavilion,"303 N 95TH ST, MILWAUKEE, WI 53226-4441",10/20/2020,11/1/2020,"[-1,757580000,757580001,-1]","Monday,Tuesday",7:00 AM,1:00 PM,
,,CITY OF MILWAUKEE - MULTIPLE COUNTIES,In-Person Absentee Voting Site,Cannon Park Pavilion,"303 N 95TH ST, MILWAUKEE, WI 53226-4441",10/20/2020,11/1/2020,"[-1,757580002,757580003,757580004,-1]","Wednesday,Thursday,Friday",1:00 PM,7:00 PM,
,,CITY OF MILWAUKEE - MULTIPLE COUNTIES,In-Person Absentee Voting Site,Cannon Park Pavilion,"303 N 95TH ST, MILWAUKEE, WI 53226-4441",10/20/2020,11/1/2020,"[-1,757580009,-1]",Weekends,10:00 AM,4:00 PM,
,,CITY OF MILWAUKEE - MULTIPLE COUNTIES,In-Person Absentee Voting Site,Clinton Rose Senior Center,"3045 N MARTIN LUTHER KING DR, MILWAUKEE, WI 53212-2076",10/20/2020,11/1/2020,"[-1,757580000,757580001,-1]","Monday,Tuesday",7:00 AM,1:00 PM,
,,CITY OF MILWAUKEE - MULTIPLE COUNTIES,In-Person Absentee Voting Site,Clinton Rose Senior Center,"3045 N MARTIN LUTHER KING DR, MILWAUKEE, WI 53212-2076",10/20/2020,11/1/2020,"[-1,757580002,757580003,757580004,-1]","Wednesday,Thursday,Friday",1:00 PM,7:00 PM,
,,CITY OF MILWAUKEE - MULTIPLE COUNTIES,In-Person Absentee Voting Site,Clinton Rose Senior Center,"3045 N MARTIN LUTHER KING DR, MILWAUKEE, WI 53212-2076",10/20/2020,11/1/2020,"[-1,757580009,-1]",Weekends,10:00 AM,4:00 PM,
,,CITY OF MILWAUKEE - MULTIPLE COUNTIES,In-Person Absentee Voting Site,East Library,"2320 N CRAMER ST, MILWAUKEE, WI 53211-4380",10/20/2020,11/1/2020,"[-1,757580000,757580001,-1]","Monday,Tuesday",7:00 AM,1:00 PM,
,,CITY OF MILWAUKEE - MULTIPLE COUNTIES,In-Person Absentee Voting Site,East Library,"2320 N CRAMER ST, MILWAUKEE, WI 53211-4380",10/20/2020,11/1/2020,"[-1,757580002,757580003,757580004,-1]","Wednesday,Thursday,Friday",1:00 PM,7:00 PM,
,,CITY OF MILWAUKEE - MULTIPLE COUNTIES,In-Person Absentee Voting Site,East Library,"2320 N CRAMER ST, MILWAUKEE, WI 53211-4380",10/20/2020,11/1/2020,"[-1,757580009,-1]",Weekends,10:00 AM,4:00 PM,
,,CITY OF MILWAUKEE - MULTIPLE COUNTIES,In-Person Absentee Voting Site,Frank P. Zeidler Municipal Building,"841 N BROADWAY, MILWAUKEE, WI 53202-3640",10/20/2020,11/1/2020,"[-1,757580000,757580001,757580002,757580003,757580004,-1]","Monday,Tuesday,Wednesday,Thursday,Friday",8:00 AM,7:00 PM,
,,CITY OF MILWAUKEE - MULTIPLE COUNTIES,In-Person Absentee Voting Site,Frank P. Zeidler Municipal Building,"841 N BROADWAY, MILWAUKEE, WI 53202-3640",10/20/2020,11/1/2020,"[-1,757580009,-1]",Weekends,10:00 AM,4:00 PM,
,,CITY OF MILWAUKEE - MULTIPLE COUNTIES,In-Person Absentee Voting Site,Good Hope Library,"7717 W GOOD HOPE RD, MILWAUKEE, WI 53223",10/20/2020,11/1/2020,"[-1,757580000,757580001,-1]","Monday,Tuesday",7:00 AM,1:00 PM,
,,CITY OF MILWAUKEE - MULTIPLE COUNTIES,In-Person Absentee Voting Site,Good Hope Library,"7717 W GOOD HOPE RD, MILWAUKEE, WI 53223",10/20/2020,11/1/2020,"[-1,757580002,757580003,757580004,-1]","Wednesday,Thursday,Friday",1:00 PM,7:00 PM,
,,CITY OF MILWAUKEE - MULTIPLE COUNTIES,In-Person Absentee Voting Site,Good Hope Library,"7717 W GOOD HOPE RD, MILWAUKEE, WI 53223",10/20/2020,11/1/2020,"[-1,757580009,-1]",Weekends,10:00 AM,4:00 PM,
,,CITY OF MILWAUKEE - MULTIPLE COUNTIES,In-Person Absentee Voting Site,Midtown Center,"5700 W CAPITOL DR, MILWAUKEE, WI 53216",10/20/2020,11/1/2020,"[-1,757580008,-1]",Weekdays,8:00 AM,7:00 PM,
,,CITY OF MILWAUKEE - MULTIPLE COUNTIES,In-Person Absentee Voting Site,Midtown Center,"5700 W CAPITOL DR, MILWAUKEE, WI 53216",10/20/2020,11/1/2020,"[-1,757580009,-1]",Weekends,10:00 AM,4:00 PM,
,,CITY OF MILWAUKEE - MULTIPLE COUNTIES,In-Person Absentee Voting Site,Mitchell Street Library,"906 W HISTORIC MITCHELL ST, MILWAUKEE, WI 53204",10/20/2020,11/1/2020,"[-1,757580000,757580001,-1]","Monday,Tuesday",7:00 AM,1:00 PM,
,,CITY OF MILWAUKEE - MULTIPLE COUNTIES,In-Person Absentee Voting Site,Mitchell Street Library,"906 W HISTORIC MITCHELL ST, MILWAUKEE, WI 53204",10/20/2020,11/1/2020,"[-1,757580002,757580003,757580004,-1]","Wednesday,Thursday,Friday",1:00 PM,7:00 PM,
,,CITY OF MILWAUKEE - MULTIPLE COUNTIES,In-Person Absentee Voting Site,Mitchell Street Library,"906 W HISTORIC MITCHELL ST, MILWAUKEE, WI 53204",10/20/2020,11/1/2020,"[-1,757580009,-1]",Weekends,10:00 AM,4:00 PM,
,,CITY OF MILWAUKEE - MULTIPLE COUNTIES,In-Person Absentee Voting Site,Tippecanoe Library,"3912 S HOWELL AVE, MILWAUKEE, WI 53207-4422",10/20/2020,11/1/2020,"[-1,757580000,757580001,-1]","Monday,Tuesday",7:00 AM,1:00 PM,
,,CITY OF MILWAUKEE - MULTIPLE COUNTIES,In-Person Absentee Voting Site,Tippecanoe Library,"3912 S HOWELL AVE, MILWAUKEE, WI 53207-4422",10/20/2020,11/1/2020,"[-1,757580002,757580003,757580004,-1]","Wednesday,Thursday,Friday",1:00 PM,7:00 PM,
,,CITY OF MILWAUKEE - MULTIPLE COUNTIES,In-Person Absentee Voting Site,Tippecanoe Library,"3912 S HOWELL AVE, MILWAUKEE, WI 53207-4422",10/20/2020,11/1/2020,"[-1,757580009,-1]",Weekends,10:00 AM,4:00 PM,
,,CITY OF MILWAUKEE - MULTIPLE COUNTIES,In-Person Absentee Voting Site,"University of Wisconsin-Milwaukee, Student Union","2200 E KENWOOD BLVD, MILWAUKEE, WI 53211-3361",10/20/2020,11/1/2020,"[-1,757580008,-1]",Weekdays,10:00 AM,3:00 PM,
,,CITY OF MILWAUKEE - MULTIPLE COUNTIES,In-Person Absentee Voting Site,Villard Square Library,"5190 N 35TH ST, MILWAUKEE, WI 53209-5357",10/20/2020,11/1/2020,"[-1,757580000,757580001,-1]","Monday,Tuesday",7:00 AM,1:00 PM,
,,CITY OF MILWAUKEE - MULTIPLE COUNTIES,In-Person Absentee Voting Site,Villard Square Library,"5190 N 35TH ST, MILWAUKEE, WI 53209-5357",10/20/2020,11/1/2020,"[-1,757580002,757580003,757580004,-1]","Wednesday,Thursday,Friday",1:00 PM,7:00 PM,
,,CITY OF MILWAUKEE - MULTIPLE COUNTIES,In-Person Absentee Voting Site,Villard Square Library,"5190 N 35TH ST, MILWAUKEE, WI 53209-5357",10/20/2020,11/1/2020,"[-1,757580009,-1]",Weekends,10:00 AM,4:00 PM,
,,CITY OF MILWAUKEE - MULTIPLE COUNTIES,In-Person Absentee Voting Site,Washington Park Library,"2121 N SHERMAN BLVD, MILWAUKEE, WI 53208-1211",10/20/2020,11/1/2020,"[-1,757580000,757580001,-1]","Monday,Tuesday",7:00 AM,1:00 PM,
,,CITY OF MILWAUKEE - MULTIPLE COUNTIES,In-Person Absentee Voting Site,Washington Park Library,"2121 N SHERMAN BLVD, MILWAUKEE, WI 53208-1211",10/20/2020,11/1/2020,"[-1,757580002,757580003,757580004,-1]","Wednesday,Thursday,Friday",1:00 PM,7:00 PM,
,,CITY OF MILWAUKEE - MULTIPLE COUNTIES,In-Person Absentee Voting Site,Washington Park Library,"2121 N SHERMAN BLVD, MILWAUKEE, WI 53208-1211",10/20/2020,11/1/2020,"[-1,757580009,-1]",Weekends,10:00 AM,4:00 PM,
,,CITY OF MILWAUKEE - MULTIPLE COUNTIES,In-Person Absentee Voting Site,Zablocki Library,"3501 W OKLAHOMA AVE, MILWAUKEE, WI 53215-4136",10/20/2020,11/1/2020,"[-1,757580008,-1]",Weekdays,8:00 AM,7:00 PM,
,,CITY OF MILWAUKEE - MULTIPLE COUNTIES,In-Person Absentee Voting Site,Zablocki Library,"3501 W OKLAHOMA AVE, MILWAUKEE, WI 53215-4136",10/20/2020,11/1/2020,"[-1,757580009,-1]",Weekends,10:00 AM,4:00 PM,
,,CITY OF MONDOVI - BUFFALO COUNTY,By Clerk Appointment,Mondovi City Hall,"156 S FRANKLIN ST, MONDOVI, WI 54755-1514",10/20/2020,10/30/2020,NULL,,NULL,NULL,Photo ID required
,,CITY OF MONROE - GREEN COUNTY,In-Person Absentee Voting Site,Monroe City Hall,"1110 18TH AVE, MONROE, WI 53566-1850",10/20/2020,9/30/2020,"[-1,757580000,757580001,757580002,757580003,-1]","Monday,Tuesday,Wednesday,Thursday",7:00 AM,3:30 PM,"In Person ABsentee Voting will occur in the downstairs of City Hall, please follow signs"
,,CITY OF MONROE - GREEN COUNTY,In-Person Absentee Voting Site,Monroe City Hall,"1110 18TH AVE, MONROE, WI 53566-1850",10/20/2020,9/30/2020,"[-1,757580004,-1]",Friday,7:00 AM,11:00 AM,"In Person ABsentee Voting will occur in the downstairs of City Hall, please follow signs"
,,CITY OF MONTELLO - MARQUETTE COUNTY,In-Person Absentee Voting Site,Montello City Hall,"20 UNDERWOOD AVE, MONTELLO, WI 53949-9259",10/27/2020,10/29/2020,"[-1,757580001,-1]",Tuesday,9:00 AM,4:00 PM,By appointment only call 608-297-2727 extension 1 or 2
,,CITY OF MONTELLO - MARQUETTE COUNTY,In-Person Absentee Voting Site,Montello City Hall,"20 UNDERWOOD AVE, MONTELLO, WI 53949-9259",10/27/2020,10/29/2020,"[-1,757580002,-1]",Wednesday,9:00 AM,4:00 PM,By appointment only call 608-297-2727 extension 1 or 2
,,CITY OF MONTELLO - MARQUETTE COUNTY,In-Person Absentee Voting Site,Montello City Hall,"20 UNDERWOOD AVE, MONTELLO, WI 53949-9259",10/27/2020,10/29/2020,"[-1,757580003,-1]",Thursday,9:00 AM,4:00 PM,By appointment only call 608-297-2727 extension 1 or 2
,,CITY OF MOSINEE - MARATHON COUNTY,In-Person Absentee Voting Site,Mosinee City Hall,"225 MAIN ST, MOSINEE, WI 54455-1443",10/20/2020,10/30/2020,"[-1,757580008,-1]",Weekdays,8:00 AM,4:30 PM,
,,CITY OF NEW BERLIN - WAUKESHA COUNTY,In-Person Absentee Voting Site,City Hall,"3805 S CASPER DR, NEW BERLIN, WI 53151-5009",10/20/2020,10/30/2020,"[-1,757580000,-1]",Monday,8:00 AM,4:30 PM,REMINDER: Photo ID required.
,,CITY OF NEW BERLIN - WAUKESHA COUNTY,In-Person Absentee Voting Site,City Hall,"3805 S CASPER DR, NEW BERLIN, WI 53151-5009",10/20/2020,10/30/2020,"[-1,757580001,-1]",Tuesday,8:00 AM,6:00 PM,REMINDER: Photo ID required.
,,CITY OF NEW BERLIN - WAUKESHA COUNTY,In-Person Absentee Voting Site,City Hall,"3805 S CASPER DR, NEW BERLIN, WI 53151-5009",10/20/2020,10/30/2020,"[-1,757580002,-1]",Wednesday,8:00 AM,4:30 PM,REMINDER: Photo ID required.
,,CITY OF NEW BERLIN - WAUKESHA COUNTY,In-Person Absentee Voting Site,City Hall,"3805 S CASPER DR, NEW BERLIN, WI 53151-5009",10/20/2020,10/30/2020,"[-1,757580003,-1]",Thursday,7:00 AM,5:00 PM,REMINDER: Photo ID required.
,,CITY OF NEW BERLIN - WAUKESHA COUNTY,In-Person Absentee Voting Site,City Hall,"3805 S CASPER DR, NEW BERLIN, WI 53151-5009",10/20/2020,10/30/2020,"[-1,757580004,-1]",Friday,8:00 AM,5:00 PM,REMINDER: Photo ID required.
,,CITY OF NEW BERLIN - WAUKESHA COUNTY,In-Person Absentee Voting Site,City Hall,"3805 S CASPER DR, NEW BERLIN, WI 53151-5009",10/20/2020,10/30/2020,"[-1,757580005,-1]",Saturday,9:00 AM,12:00 PM,REMINDER: Photo ID required.
,,CITY OF NEW LISBON - JUNEAU COUNTY,In-Person Absentee Voting Site,New Lisbon City Hall,"232 PLEASANT ST, NEW LISBON, WI 53950-1139",10/20/2020,10/30/2020,"[-1,757580008,-1]",Weekdays,8:00 AM,4:30 PM,
